timestamp,log_type,message,stacktrace
25.4285,Log,Moved too early!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:107).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
25.4285,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:109).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
25.71707,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
26.32685,Log,Go!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:Go () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:83).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:46).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
26.82879,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:154).  UXFExamples.Example_TargetManager:TargetHit (UXFExamples.Example_TargetController) (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetManager.cs:43).  UXFExamples.Example_TargetController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetController.cs:49).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
27.51786,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
28.72634,Log,Go!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:Go () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:83).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:46).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
29.43985,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:154).  UXFExamples.Example_TargetManager:TargetHit (UXFExamples.Example_TargetController) (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetManager.cs:43).  UXFExamples.Example_TargetController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetController.cs:49).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
30.07328,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
30.68219,Log,Go!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:Go () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:83).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:46).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
31.3387,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:154).  UXFExamples.Example_TargetManager:TargetHit (UXFExamples.Example_TargetController) (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetManager.cs:43).  UXFExamples.Example_TargetController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetController.cs:49).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
31.80523,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
32.4158,Log,Go!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:Go () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:83).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:46).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
33.3951,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:154).  UXFExamples.Example_TargetManager:TargetHit (UXFExamples.Example_TargetController) (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetManager.cs:43).  UXFExamples.Example_TargetController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetController.cs:49).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
33.828,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
33.96279,Log,Moved too early!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:107).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
33.96279,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:109).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
34.12792,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
34.7383,Log,Go!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:Go () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:83).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:46).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
35.56199,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:154).  UXFExamples.Example_TargetManager:TargetHit (UXFExamples.Example_TargetController) (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetManager.cs:43).  UXFExamples.Example_TargetController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetController.cs:49).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
35.89484,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
36.00629,Log,Moved too early!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:107).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
36.00629,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:109).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
36.20695,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
36.81594,Log,Go!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:Go () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:83).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:46).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
37.68367,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:154).  UXFExamples.Example_TargetManager:TargetHit (UXFExamples.Example_TargetController) (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetManager.cs:43).  UXFExamples.Example_TargetController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetController.cs:49).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
38.1069,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
38.13284,Log,Moved too early!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:107).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
38.13284,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:109).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
38.33421,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
38.93598,Log,Go!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:Go () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:83).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:46).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
39.69616,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:154).  UXFExamples.Example_TargetManager:TargetHit (UXFExamples.Example_TargetController) (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetManager.cs:43).  UXFExamples.Example_TargetController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_TargetController.cs:49).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
40.07463,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
40.09549,Log,Moved too early!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:107).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
40.09549,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:109).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
40.31849,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
40.57077,Log,Moved too early!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:107).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
40.57077,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:109).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
40.7956,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
41.63797,Log,Moved too early!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:107).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
41.63797,Log,Resetting,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:ResetToNormal () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:71).  UXFExamples.Example_StartBlockController:OnMouseExit () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:109).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
41.96115,Log,Get ready...,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:GetReady () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:77).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:38).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXFExamples.Example_StartBlockController:OnMouseEnter () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:96).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
43.17087,Log,Go!,UnityEngine.Debug:Log (object).  UXFExamples.Example_StartBlockController:Go () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:83).  UXFExamples.Example_StartBlockController/<RunSequence>d__8:MoveNext () (at Assets/UXF/Examples/2_MoveToTarget/Scripts/Example_StartBlockController.cs:46).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
