timestamp,log_type,message,stacktrace
234.4041,Log,The 'thrust' for this trial is: 0.5818446,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
239.42,Log,The space shuttle got an altitude of 4.79564!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
239.42,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
241.44,Log,Running trial 3,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
241.44,Log,The 'thrust' for this trial is: 1.823243,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
246.4435,Log,The space shuttle got an altitude of 11.54696!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
246.4435,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
248.46,Log,Running trial 4,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
248.46,Log,The 'thrust' for this trial is: 0.8203843,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
253.4712,Log,The space shuttle got an altitude of 6.343077!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
253.4712,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
255.4693,Log,Running trial 5,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
255.4693,Log,The 'thrust' for this trial is: 1.604609,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
260.4683,Log,The space shuttle got an altitude of 10.02149!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
260.4683,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
262.4623,Log,Running trial 6,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
262.4623,Log,The 'thrust' for this trial is: 0.6992826,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
267.4655,Log,The space shuttle got an altitude of 5.498687!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
267.4655,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
269.4667,Log,Running trial 7,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
269.4667,Log,The 'thrust' for this trial is: 1.289455,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
274.4712,Log,The space shuttle got an altitude of 8.453143!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
274.4712,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
276.4624,Log,Running trial 8,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
276.4624,Log,The 'thrust' for this trial is: 1.525522,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
281.4674,Log,The space shuttle got an altitude of 9.635189!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
281.4674,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
283.4682,Log,Running trial 9,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
283.4682,Log,The 'thrust' for this trial is: 0.9145875,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
288.4677,Log,The space shuttle got an altitude of 6.572442!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
288.4677,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
290.4716,Log,Running trial 10,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:71).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
290.4716,Log,The 'thrust' for this trial is: 1.76338,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:PresentStimulus (UXF.Trial) (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:79).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:113).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:405).  UXFExamples.Example_BasicExampleScript:BeginNext () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:117).  
295.4641,Log,The space shuttle got an altitude of 10.80383!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:90).  
295.4641,Log,Ending trial,UnityEngine.Debug:Log (object).  UXFExamples.Example_BasicExampleScript:EndAndPrepare () (at Assets/UXF/Examples/1a_SpaceShuttle/Example_BasicExampleScript.cs:96).  
